"Name","Location","Type","Namespace","Source","Reference Count","Offcut Ref Count"
"randomizeAndLoadSoundEffect","806f705c","Function","Global","User Defined","5","0"
"maybeYoshiParkGXRelated","806f7164","Function","Global","User Defined","1","0"
"FUN_806f7218","806f7218","Function","Global","Default","2","0"
"FUN_806f7320","806f7320","Function","Global","Default","2","0"
"FUN_806f732c","806f732c","Function","Global","Default","4","0"
"storeBoundingBoxCoordinates","806f74a8","Function","Global","User Defined","22","0"
"transformVectorsUpdateBoundingBox","806f74f8","Function","Global","User Defined","42","0"
"initBoundingBoxLimits","806f7608","Function","Global","User Defined","18","0"
"calculateHazardDataAddress","806f763c","Function","Global","User Defined","1","0"
"CopyOutVecSrcDst","806f7670","Function","Global","User Defined","1","0"
"FUN_806f7710","806f7710","Function","Global","Default","1","0"
"loadStadiumObjectVisuals","806f78bc","Function","Global","User Defined","6","0"
"FUN_806f7c9c","806f7c9c","Function","Global","Default","1","0"
"FUN_806f80c0","806f80c0","Function","Global","Default","1","0"
"initStadiumObjectData","806f8120","Function","Global","User Defined","1","0"
"updateStadiumObjCollision","806f81b8","Function","Global","User Defined","1","0"
"processStadiumObjectFunction","806f8200","Function","Global","User Defined","1","0"
"getStadiumHazardTriangles","806f825c","Function","Global","User Defined","1","0"
"updateGameStatusFlag","806f8430","Function","Global","User Defined","8","0"
"FUN_806f845c","806f845c","Function","Global","Default","1","0"
"hazardSimulationRelated","806f8460","Function","Global","User Defined","1","0"
"FUN_806f85a4","806f85a4","Function","Global","Default","3","0"
"FUN_806f85c8","806f85c8","Function","Global","Default","6","0"
"cleanupMinigameResources","806f8680","Function","Global","User Defined","7","0"
"FUN_806f885c","806f885c","Function","Global","Default","5","0"
"actOrAnimRelated","806f8870","Function","Global","User Defined","48","0"
"FUN_806f897c","806f897c","Function","Global","Default","2","0"
"calledWhileMatchIsLoading?","806f8a78","Function","Global","User Defined","1","0"
"loadStadiumObjects","806f8c48","Function","Global","User Defined","2","0"
"switchD","806f8c84","Instruction Label","switchD_806f8c84","Analysis","0","0"
"caseD_0","806f8c88","Instruction Label","switchD_806f8c84","Analysis","2","0"
"caseD_1","806f8cb0","Instruction Label","switchD_806f8c84","Analysis","2","0"
"caseD_2","806f8cdc","Instruction Label","switchD_806f8c84","Analysis","2","0"
"caseD_3","806f8d08","Instruction Label","switchD_806f8c84","Analysis","2","0"
"caseD_4","806f8d34","Instruction Label","switchD_806f8c84","Analysis","2","0"
"caseD_5","806f8d60","Instruction Label","switchD_806f8c84","Analysis","2","0"
"caseD_6","806f8d8c","Instruction Label","switchD_806f8c84","Analysis","2","0"
"caseD_7","806f8db8","Instruction Label","switchD_806f8c84","Analysis","2","0"
"processStadiumFileObjects","806f8dfc","Function","Global","User Defined","8","0"
"skipProcessing","806f8ff8","Instruction Label","Global","User Defined","3","0"
"continueProcessing","806f9000","Instruction Label","Global","User Defined","6","0"
"loadStadiumLighting","806f904c","Function","Global","User Defined","0","0"
"FUN_806f91e4","806f91e4","Function","Global","Default","1","0"
"FUN_806f9234","806f9234","Function","Global","Default","0","0"
"FUN_806f92fc","806f92fc","Function","Global","Default","0","0"
"FUN_806f9480","806f9480","Function","Global","Default","0","0"
"FUN_806f95cc","806f95cc","Function","Global","Default","1","0"
"FUN_806f9888","806f9888","Function","Global","Default","2","0"
"FUN_806fa110","806fa110","Function","Global","Default","0","0"
"FUN_806fa1f0","806fa1f0","Function","Global","Default","0","0"
"FUN_806fa4e8","806fa4e8","Function","Global","Default","0","0"
"FUN_806fa888","806fa888","Function","Global","Default","0","0"
"FUN_806fac58","806fac58","Function","Global","Default","1","0"
"spriteAnimations?","806fb028","Function","Global","User Defined","1","0"
"switchD","806fb06c","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_0","806fb070","Instruction Label","switchD_806fb06c","Analysis","33","0"
"caseD_3","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_4","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_6","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_7","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_8","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_9","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_a","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_b","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_c","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_d","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_f","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_10","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_11","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_12","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_18","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_1a","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_1b","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_1c","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_1d","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_1e","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_1f","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_20","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_21","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_22","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_23","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_24","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_25","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_26","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_27","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_28","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_29","806fb070","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_1","806fb080","Instruction Label","switchD_806fb06c","Analysis","12","0"
"caseD_2","806fb080","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_5","806fb080","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_e","806fb080","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_13","806fb080","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_14","806fb080","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_15","806fb080","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_16","806fb080","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_17","806fb080","Instruction Label","switchD_806fb06c","Analysis","0","0"
"caseD_19","806fb080","Instruction Label","switchD_806fb06c","Analysis","0","0"
"FUN_806fb2b8","806fb2b8","Function","Global","Default","1","0"
"FUN_806fb308","806fb308","Function","Global","Default","0","0"
"animateDustCloudsBehindFielder/Runner","806fb370","Function","Global","User Defined","1","0"
"maybeFireworks?","806fb76c","Function","Global","User Defined","7","0"
"FUN_806fb8e4","806fb8e4","Function","Global","Default","0","0"
"FUN_806fb91c","806fb91c","Function","Global","Default","0","0"
"drawSun","806fbab4","Function","Global","User Defined","1","0"
"sunRelated","806fc26c","Function","Global","User Defined","1","0"
"setSunLocation","806fc4c8","Function","Global","User Defined","1","0"
"FUN_806fc584","806fc584","Function","Global","Default","4","0"
"animationRelated","806fc598","Function","Global","User Defined","3","0"
"FUN_806fc740","806fc740","Function","Global","Default","6","0"
"FUN_806fc7ec","806fc7ec","Function","Global","Default","0","0"
"FUN_806fc864","806fc864","Function","Global","Default","0","0"
"FUN_806fc86c","806fc86c","Function","Global","Default","1","0"
"FUN_806fc870","806fc870","Function","Global","Default","1","0"
"FUN_806fc8a0","806fc8a0","Function","Global","Default","1","0"
"FUN_806fc96c","806fc96c","Function","Global","Default","1","0"
"FUN_806fc990","806fc990","Function","Global","Default","0","0"
"FUN_806fcd38","806fcd38","Function","Global","Default","3","0"
"FUN_806fcea8","806fcea8","Function","Global","Default","0","0"
"FUN_806fd008","806fd008","Function","Global","Default","2","0"
"FUN_806fd1d4","806fd1d4","Function","Global","Default","0","0"
"setContactWordSprite","806fd208","Function","Global","User Defined","4","0"
"FUN_806fd268","806fd268","Function","Global","Default","2","0"
"FUN_806fe08c","806fe08c","Function","Global","Default","1","0"
"FUN_806fe104","806fe104","Function","Global","Default","1","0"
"pauseStateOnStadiums?","806fe1ec","Function","Global","User Defined","10","0"
"pauseAnimations?","806fe240","Function","Global","User Defined","14","0"
"FUN_806fe2a0","806fe2a0","Function","Global","Default","1","0"
"FUN_806fe2cc","806fe2cc","Function","Global","Default","1","0"
"FUN_806fe374","806fe374","Function","Global","Default","6","0"
"maybeHudRelated","806fe754","Function","Global","User Defined","1","0"
"maybeLoadHUDObjectFromMemory","806fe90c","Function","Global","User Defined","2","0"
"FUN_806fe98c","806fe98c","Function","Global","Default","1","0"
"FUN_806febd0","806febd0","Function","Global","Default","1","0"
"FUN_806fee38","806fee38","Function","Global","Default","14","0"
"FUN_806ff1c8","806ff1c8","Function","Global","Default","1","0"
"FUN_806ff804","806ff804","Function","Global","Default","2","0"
"chargeAnimRelated","806ff834","Function","Global","User Defined","2","0"
"FUN_806ff844","806ff844","Function","Global","Default","2","0"
"FUN_806ff8b8","806ff8b8","Function","Global","Default","1","0"
"FUN_806ff8e8","806ff8e8","Function","Global","Default","1","0"
"FUN_806ff9f0","806ff9f0","Function","Global","Default","0","0"
"FUN_806ffb6c","806ffb6c","Function","Global","Default","2","0"
"FUN_806ffce0","806ffce0","Function","Global","Default","0","0"
"FUN_806ffd7c","806ffd7c","Function","Global","Default","1","0"
"FUN_806ffda4","806ffda4","Function","Global","Default","0","0"
"FUN_806ffe6c","806ffe6c","Function","Global","Default","1","0"
"FUN_80700020","80700020","Function","Global","Default","0","0"
"FUN_80700098","80700098","Function","Global","Default","1","0"
"FUN_80700260","80700260","Function","Global","Default","3","0"
"applyChargeAnimationEffect","807003d8","Function","Graphics","User Defined","3","0"
"maybeConfigureChargeEffectGraphics","80700804","Function","Graphics","User Defined","3","0"
"FUN_807009c4","807009c4","Function","Global","Default","0","0"
"FUN_807009f8","807009f8","Function","Global","Default","1","0"
"FUN_80700a08","80700a08","Function","Global","Default","0","0"
"FUN_80700a5c","80700a5c","Function","Global","Default","0","0"
"FUN_80700cac","80700cac","Function","Global","Default","1","0"
"FUN_807012d8","807012d8","Function","Global","Default","2","0"
"FUN_807013a4","807013a4","Function","Global","Default","0","0"
"FUN_80701474","80701474","Function","Global","Default","0","0"
"FUN_80701534","80701534","Function","Global","Default","1","0"
"FUN_807016d8","807016d8","Function","Global","Default","2","0"
"FUN_80701a20","80701a20","Function","Global","Default","0","0"
"FUN_80701b34","80701b34","Function","Global","Default","1","0"
"FUN_80701d14","80701d14","Function","Global","Default","0","0"
"FUN_80701f70","80701f70","Function","Global","Default","0","0"
"FUN_80702184","80702184","Function","Global","Default","3","0"
"FUN_80702700","80702700","Function","Global","Default","3","0"
"bowserCastleSomething","80702a5c","Function","Global","User Defined","2","0"
"thwomp_screenShake","80702acc","Function","Global","User Defined","2","0"
"FUN_80702cc0","80702cc0","Function","Global","Default","1","0"
"FUN_80702f28","80702f28","Function","Global","Default","0","0"
"bowserCastleStarPadsContaactFn","807031e0","Function","Global","User Defined","1","0"
"stadiumObjCollision(Castle?)","80703338","Function","Global","User Defined","0","0"
"FUN_807034e0","807034e0","Function","Global","Default","0","0"
"FUN_807037b8","807037b8","Function","Global","Default","4","0"
"FUN_80703964","80703964","Function","Global","Default","0","0"
"FUN_80703c14","80703c14","Function","Global","Default","0","0"
"FUN_80703d88","80703d88","Function","Global","Default","0","0"
"FUN_80703f94","80703f94","Function","Global","Default","1","0"
"FUN_80704398","80704398","Function","Global","Default","0","0"
"FUN_80704564","80704564","Function","Global","Default","1","0"
"FUN_8070477c","8070477c","Function","Global","Default","1","0"
"FUN_80704a10","80704a10","Function","Global","Default","0","0"
"castleFireballMaybe","80704d74","Function","Global","User Defined","0","0"
"bowserCastleRelated","80704e70","Function","Global","User Defined","1","0"
"FUN_807052f0","807052f0","Function","Global","Default","0","0"
"flameControl","80705464","Function","Global","User Defined","1","0"
"stadiumObjRelated(Castle?)","80706260","Function","Global","User Defined","0","0"
"thwomp_bounceOffSoundAndVisualFx?","80706530","Function","Global","User Defined","1","0"
"thwomp_smokeRelated","8070664c","Function","Global","User Defined","1","0"
"FUN_80706840","80706840","Function","Global","Default","0","0"
"thwomp_slamControl","80706aa0","Function","Global","User Defined","1","0"
"FUN_807070f0","807070f0","Function","Global","Default","0","0"
"FUN_807072d0","807072d0","Function","Global","Default","1","0"
"FUN_80707348","80707348","Function","Global","Default","1","0"
"loadBowserCastle","807076e4","Function","Global","User Defined","1","0"
"FUN_80708410","80708410","Function","Global","Default","0","0"
"FUN_80708624","80708624","Function","Global","Default","1","0"
"manageMarioStadiumSoundEmmitters","807087d8","Function","Global","User Defined","4","0"
"fanAnimationRelated","8070890c","Function","Global","User Defined","6","0"
"replay","80708a08","Instruction Label","Global","User Defined","4","0"
"nullPtr","80708a6c","Instruction Label","Global","User Defined","1","0"
"FUN_80708a8c","80708a8c","Function","Global","Default","6","0"
"FUN_80708af4","80708af4","Function","Global","Default","2","0"
"FUN_80708b5c","80708b5c","Function","Global","Default","1","0"
"FUN_80708bf0","80708bf0","Function","Global","Default","2","0"
"sta_c0","80708d28","Function","Global","User Defined","0","0"
"loadMarioStadium","80708e48","Function","Global","User Defined","1","0"
"shortCut","8070956c","Instruction Label","Global","User Defined","1","0"
"mainFunctionBody","80709684","Instruction Label","Global","User Defined","3","0"
"FUN_80709c48","80709c48","Function","Global","Default","2","0"
"FUN_80709c84","80709c84","Function","Global","Default","1","0"
"FUN_80709e94","80709e94","Function","Global","Default","1","0"
"perfectPitchGraphicsRelated","8070a030","Function","Global","User Defined","1","0"
"FUN_8070a244","8070a244","Function","Global","Default","1","0"
"FUN_8070a2c8","8070a2c8","Function","Global","Default","1","0"
"FUN_8070a318","8070a318","Function","Global","Default","1","0"
"FUN_8070a3d8","8070a3d8","Function","Global","Default","1","0"
"animatePitchersHandOnFire","8070a440","Function","Global","User Defined","1","0"
"FUN_8070a5cc","8070a5cc","Function","Global","Default","2","0"
